Cat,AUN,LEA Name,County,Revenue from Federal Sources 8000,"Payments for Federally Impacted Areas
P.L. 81-874
8110",Other Unrestricted Federal Grants-in-Aid Direct From the Federal Government 8190,Unrestricted Grants-in-Aid From the Federal Government Through the Commonwealth of PA 8200,"Payments for Federally Impacted Areas P.L. 81-815
8310","Energy Conservation Grants - TA and ECM
8320",Other Restricted Federal Grants-in-Aid Directly From the Federal Government 8390,"Grants for IDEA and NCLB Programs Not Specified in the Following 8510 Series
8511","IDEA, Part B 8512","IDEA, Section 619
8513","NCLB, Title I - Improving the Academic Achievement of the Disadvantaged 8514","NCLB, Title II - Preparing, Training and Recruiting High Quality Teachers and Principals 8515","NCLB, Title III - Language Instruction for English Learners and Immigrant Students 8516","NCLB, Title IV - 21st Century Schools 8517","NCLB, Title V - Flexibility and Accountability 8519",Vocational Education - Operating Expenditures 8521,Child Nutrition Program 8530,Nutrition Education and Training 8540,Federal Block Grants 8560,Child Care and Development Block Grants 8580,Adult Basic Education 8620,Economic Opportunity Act (Headstart) 8640,Workforce Investment Act (WIA) 8660,Other Restricted Federal Grants-in-Aid Through the Commonwealth of PA 8690,ARRA - Build America Bonds 8731,ARRA - Qualified School Construction Bonds (QSCB) 8732,ARRA - Qualified Zone Academy Bonds (QZAB) 8733,ARRA - Qualified Energy Conservation Bonds (QECB) 8735,ESSER - Elementary and Secondary School Emergency Relief Fund 8741,Governor's Emergency Education Relief Fund (GEER) 8742,ESSER II - Elementary and Secondary School Emergency Relief Fund 8743,ARP ESSER(ESSER III) - Elementary and Secondary School Emergency Relief Fund 8744,GEER II - Governor's Emergency Education Relief Fund 8745,ARP IDEA 8746,ARP ECF - Emergency Connectivity Fund 8747,ARP IDEA Preschool 8748,"Other CARES and CRRSA Act, and ARP ACT Funding 8749",ARP ESSER Learning Loss 8751,ARP ESSER Summer Programs 8752,ARP ESSER Afterschool Programs 8753,ARP ESSER Homeless Children and Youth Funds (ARP-HCY) 8754,ARP ESSER Emergency Relief for Other Educational Entities 8755,School Based Access Medicaid Reimbursement Program (SBAP) Reimbursements (ACCESS) 8810,Medical Assistance Reimbursements for Administrative Claiming (Quarterly) Program 8820,Medical Assistance Reimbursement (ACCESS) - Early Intervention 8830
1.0,122092353.0,Council Rock SD,Bucks,3322242.88,,,,,128700.5,,,,,339783.03,143559.91,45260.65,32051.83,,,,,,,,,,,,,,,,,127112.54,1082029.59,,,,,,67423.65,9835.54,9835.76,,,1297948.21,38701.67,
1.0,122097203.0,Morrisville Borough SD,Bucks,2135898.0,,,,,,,,,,258169.0,30327.0,4189.0,547691.0,,,,,,,,,,23566.0,,,,,,,,814667.0,,,,,345203.0,,,,,,100000.0,12086.0,
1.0,122097502.0,Neshaminy SD,Bucks,2238056.16,,,,,,,,,,949135.49,185732.11,32206.67,66223.15,,,,,,,,,,,,,,,0.02,,187733.72,584070.8,,,,,,178590.94,14575.04,1246.26,,,,38541.96,
1.0,122097604.0,New Hope-Solebury SD,Bucks,251947.94,,,,,,,,,,93506.48,28659.12,,13142.81,8435.9,,,,,,,,,,,,,,-25121.58,,-89090.2,71743.55,,,,,,,,,,,150000.0,671.86,
1.0,122098003.0,Palisades SD,Bucks,249369.84,,,,,,,,,,191451.14,8675.44,,11051.0,,,,,,,,,,,,,,,,,,751.69,,,,,,12286.89,10655.0,408.28,,,,14090.4,
1.0,122098103.0,Pennridge SD,Bucks,4682866.0,,,,,,,,,,1067904.0,228679.0,74387.0,121382.0,,,,,,,,,,,,,,,,,,1888515.0,,,,,,45995.0,9199.0,9199.0,1310.0,,1200000.0,36296.0,
1.0,122098202.0,Pennsbury SD,Bucks,4532804.92,,,,,,69257.48,,,,809784.27,298101.85,128629.76,83897.35,,,,,,,,,,,,,,,,,-0.09,2049562.72,,,,,,58200.82,11750.0,9591.38,2604.1,,900000.0,111425.28,
1.0,122098403.0,Quakertown Community SD,Bucks,3706163.6,,,,,,,,,,534183.13,97082.0,42966.0,43816.74,,,,,,,,,,,,,,,682.06,,1096302.42,1643232.89,,,,,,162448.7,30752.28,12525.29,,,,42172.09,
1.0,104101252.0,Butler Area SD,Butler,3683110.59,,,,,,,,,,1747581.53,261221.4,3513.38,127484.0,,,,,,,,,,,,,,,371.66,212.5,102206.55,236594.64,,,,,2569.51,220516.96,23361.3,53703.78,35662.47,,794949.16,73161.75,
1.0,104103603.0,Karns City Area SD,Butler,888829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537986.0,238255.0,,46898.0,,,,47122.0,12808.0,,,,,5760.0,
1.0,104107803.0,Knoch SD,Butler,546880.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,5948.08,,,429896.11,,68238.74,,,,20775.7,,4598.18,3882.92,,,13540.48,
1.0,104105003.0,Mars Area SD,Butler,249139.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210907.12,,,,,,10319.0,12211.0,12211.0,,,,3491.28,
1.0,104105353.0,Moniteau SD,Butler,1131735.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332085.7,645218.84,,59819.74,,,,7565.08,477.58,477.59,3724.1,,82366.52,,
1.0,104107903.0,Seneca Valley SD,Butler,1371737.78,,93995.61,,,,,,,,272185.0,125961.0,,21376.0,,,,,,,,,,,,,,,7830.19,,357728.23,247978.3,,,14157.1,,,29396.73,,,3932.77,,192912.38,4284.47,
1.0,104107503.0,Slippery Rock Area SD,Butler,351134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166333.0,156881.0,,,,,,20053.0,,,,,,7867.0,
1.0,108110603.0,Blacklick Valley SD,Cambria,2280101.35,,,,,,,,,,427006.93,29069.0,,33758.0,,,,,,,,,,,,,,,,,594305.14,1155929.7,,,,,,32713.33,,,4223.08,,,3096.17,
1.0,108111203.0,Cambria Heights SD,Cambria,2371778.32,,,,,,,,,,223666.8,35021.0,,33042.32,,,,,,,,,,2861.92,,,,,,,340066.68,1713617.6,,,,,8451.0,7461.36,1492.28,-1307.68,476.24,,,6928.8,
1.0,108111303.0,Central Cambria SD,Cambria,1596144.44,,,,,,,,1599.0,,426639.0,40966.0,,25977.0,,,,,,,,,,,,,,,,,394150.3,561029.25,,,,,,46566.44,,4689.0,9109.19,42152.12,33354.75,9912.39,
1.0,108111403.0,Conemaugh Valley SD,Cambria,3446038.21,,,,,,,,,,304183.68,37416.26,,21875.39,25322.02,,,,,,,,,,,,,,,,997964.0,1949081.3,,,,,,98935.53,6442.99,,,,,4817.04,
1.0,108112003.0,Ferndale Area SD,Cambria,926584.22,,,,,,,,,,312165.87,35424.12,,35038.78,,,,,,,,,,,,,,,,,362157.55,137667.11,,,,,,34538.21,,357.06,3739.48,,,5496.04,
1.0,108112203.0,Forest Hills SD,Cambria,2857541.5,,,,,,,,,,415919.46,51580.0,,34762.0,,,,,,,,,,,,,,,,,359986.32,1705951.82,,,,,,88069.34,17614.11,17614.45,5010.3,,150506.65,10527.05,
1.0,108112502.0,Greater Johnstown SD,Cambria,18756063.74,158138.0,120954.23,,,,,,,,3034359.17,196670.39,,545242.61,,72038.31,,,,,,,,244000.0,,,,,34519.83,1121.55,6866056.48,6498195.26,,,,,,519967.4,118722.92,23170.63,31416.34,,181867.09,109623.53,
1.0,108114503.0,Northern Cambria SD,Cambria,1107600.06,,,,,,,,,,416394.66,34258.63,,34888.49,,,,,,,,,,,,,,,220454.17,16010.53,334766.64,40722.87,,,,,,2260.76,452.14,452.15,,,,6939.02,
1.0,108116003.0,Penn Cambria SD,Cambria,1866379.21,,,,,,,,,,391770.37,47860.74,,32527.0,,,,,,,,,,,,,,,,,,1217151.92,,,,,,80796.65,30305.46,15033.85,,,41839.76,9093.46,
1.0,108116303.0,Portage Area SD,Cambria,1478460.6,,,,,,,,,,230363.0,24729.0,,,,,,,,,,,,,,,,,,,623839.89,526336.14,,,,,,47887.25,9577.25,9577.25,1775.39,,,4375.43,
1.0,108116503.0,Richland SD,Cambria,1177739.73,,,,,,,,,,241050.99,35854.11,,23156.44,,,,,,,,,,,,,,,461.12,,6387.56,764932.35,,,,,,11345.0,22292.0,,,,62751.25,9508.91,
1.0,108118503.0,Westmont Hilltop SD,Cambria,1967850.47,,,,,,,,,,414064.3,55125.3,,36194.0,,,,,,,,,,,,,,,,,264800.2,778204.62,,,,,,30019.79,6999.45,7009.0,7047.0,,361052.08,7334.73,
1.0,109122703.0,Cameron County SD,Cameron,408153.0,,,,,,,,,,,,,,25326.0,,,,,,,,,,,,,,,,,252095.0,,,,,,80952.0,24211.0,11734.0,,13835.0,,,
1.0,121135003.0,Jim Thorpe Area SD,Carbon,766219.41,,,,,,,,,,466087.0,72244.0,690.0,33434.0,,,,,,,,,,,,,,,,,71567.64,,,,,,16142.0,56086.54,21160.96,20257.67,8549.6,,,,
1.0,121135503.0,Lehighton Area SD,Carbon,2904831.72,,,,,,,,,,613559.37,84188.0,,50662.7,,,,,,,,,,,,,,,,,,2005542.88,,,,,,22360.26,35097.31,,13789.5,50773.0,21005.0,7853.7,
1.0,121136503.0,Palmerton Area SD,Carbon,1328223.16,,,,,,,,,,332789.0,54036.65,,23096.0,,,,,,,,,,,,,,,,,138858.53,768888.63,,,,,,,10554.35,,,,,,
1.0,121136603.0,Panther Valley SD,Carbon,2206871.66,,,,,,,,,,693638.0,82312.0,,49938.0,82171.0,,,,,,,,,,,103503.43,,,,,378599.89,600724.67,,,,,897.56,84580.93,54521.0,21044.25,,43568.5,11372.43,,
1.0,121139004.0,Weatherly Area SD,Carbon,645547.5,,,,,,4664.85,,,,119388.02,13143.17,,,7265.12,,,,,,,,,,,,,,,,175776.05,320653.66,,,,,,1716.66,-3311.01,6250.98,,,,,
1.0,110141003.0,Bald Eagle Area SD,Centre,1677400.74,,,,,,,,,,304030.0,36325.45,,15441.0,,,,,,,,,,,,,,,0.38,,596404.0,527257.0,,,,,,106258.0,13462.0,2950.0,13126.93,,62145.98,,
1.0,110141103.0,Bellefonte Area SD,Centre,2168199.52,,,,,,,,,,518761.0,84582.0,,33044.0,,,,,,,,,,10862.72,,,,,,,747254.14,645310.27,,,,,,100417.7,,6008.94,3815.75,18143.0,,,
1.0,110147003.0,Penns Valley Area SD,Centre,1305653.92,33426.83,,,,,,,,,589237.19,146238.77,,75052.92,,,,,,,,,,,,,,,,,5407.06,64713.04,,,,,,273703.2,42833.55,2632.97,37.78,,67196.79,5173.82,
1.0,110148002.0,State College Area SD,Centre,3359844.72,,,,,,,,,,639898.24,138591.94,83595.5,38265.27,,76304.0,,,,,,,,,,,,,,,,1660022.32,,,,,,153467.76,31925.24,19476.01,15506.54,,498078.99,4712.91,
1.0,124150503.0,Avon Grove SD,Chester,2760010.29,,,,,,,,,,382823.56,90257.01,84114.61,34713.88,,,,,,,,,,,,,,,,,279892.42,1342924.23,,,,,,8929.28,,,,,523269.31,13085.99,
1.0,124151902.0,Coatesville Area SD,Chester,9480913.74,,,,,,,,,,1928408.47,361769.22,24510.22,166109.68,,,,,,,,,,,,,,,,188.68,2245053.12,2241554.35,,,,,,437597.41,144754.23,-0.29,18584.78,145851.74,1300000.0,466532.13,
1.0,124152003.0,Downingtown Area SD,Chester,4035129.95,,,,,,,,,,306640.04,164332.53,42384.75,41273.55,,,,,,,,,,,,1862215.12,,,5163.53,,,698839.49,,,,,40300.0,,7405.76,,300.43,,841532.3,24742.45,
1.0,124153503.0,Great Valley SD,Chester,1789056.42,,,,,,,,,,238046.33,82625.26,48693.4,23904.94,,,,,,,,,,,,64462.18,,,,,336143.91,852476.13,,,,,,108825.64,9745.01,,,,,24133.62,
1.0,124154003.0,Kennett Consolidated SD,Chester,3214724.89,,,,,,,,,,465393.98,94596.14,138096.06,45415.46,,,,,,,,,,,,,,,,30216.12,653868.36,1681379.55,,,,,,57189.9,30088.15,,,,,18481.17,
1.0,124156503.0,Octorara Area SD,Chester,2405405.44,,,,,,,,,,726167.53,104139.58,9201.67,52502.22,,41362.0,,,,,,,,,,,,,,,149038.62,996500.4,,,,,,189782.34,9690.9,10058.27,19526.56,,72936.4,24498.95,
1.0,124156603.0,Owen J Roberts SD,Chester,2819344.94,,,,,,106214.89,,,,274332.0,88624.17,,25324.0,,,,,,,,,,,,,,,,,,1102058.65,,,,,,150822.72,22280.0,14667.6,,,1000000.0,35020.91,
1.0,124156703.0,Oxford Area SD,Chester,4088217.13,,,,,,,,,,1012403.39,,92218.57,111323.98,142060.42,,,,,,,,,,,,,,,,,1947599.59,,,,,87471.45,457420.33,66431.71,28702.01,525.27,4701.27,137359.14,,
1.0,124157203.0,Phoenixville Area SD,Chester,3124114.28,,,,,,18493.0,,,,536613.0,83528.0,35571.73,35179.0,,,,,,,,,,,,,,,0.6,,474926.02,1180483.32,,,,,,102226.28,16834.99,21599.47,,,599626.95,19031.92,
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,1630727.39,,,,,,,,,,162993.16,99090.64,39901.02,18017.16,,,,,,,,,,,,,,,,,,516162.85,,,,,,37926.16,16706.72,16706.94,7580.82,,694013.3,21628.62,
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,1077870.3,,,,,,,,,,93238.44,33698.2,7344.04,10000.0,,,,,,,,,,,,,,,,,,267455.0,,,,,,37834.0,8192.0,4021.0,,,605495.5,10592.12,
1.0,124159002.0,West Chester Area SD,Chester,5749009.41,,,,,,,,,,522001.74,171589.75,94312.11,40465.58,,,,,,,,,,,,,,,,,533101.74,3016835.98,,,,,,215658.12,,47659.0,12834.8,,1068452.68,26097.91,
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,1033262.49,,,,,,,,,,196154.0,26563.76,,14944.0,,,,,,,,,,,,,,,,,,704269.38,,,,,,33681.69,14245.16,8343.26,3118.21,,24179.46,7763.57,
1.0,106161203.0,Clarion Area SD,Clarion,1739464.48,,,,,,,,,,241073.58,4542.42,,6658.72,,,,,,,,,,,,,,,45563.02,,117417.93,1245468.49,,,,,,38062.52,26587.0,9319.01,4971.78,,-199.99,,
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,678786.35,,,,,,,,,,241467.89,30439.0,,16778.4,,,,,,,,,,,,,,,,,,353194.27,,,,,,,13515.62,12498.4,7241.0,,3651.77,,
1.0,106166503.0,Keystone SD,Clarion,873476.25,,,,,,,,,,264713.0,19801.49,,6572.0,,,,,,,,,,,,,,,,,,508668.07,,,,,,18877.24,16864.73,7278.76,2636.76,,28064.2,,
1.0,106167504.0,North Clarion County SD,Clarion,937892.62,,,,,,10500.0,,,,207775.85,34468.9,,15085.31,,,,,,,,,,,,,,,,,246057.84,389173.08,,,,,,21605.28,4321.08,4321.08,2111.4,,2472.8,,
1.0,106168003.0,Redbank Valley SD,Clarion,1832971.77,,,,,,,,,,130291.46,47200.15,,19566.88,28387.44,,,,,,,,,,,,,,-56243.95,28815.8,295893.0,1130894.14,,,,,,86156.58,-3943.23,11774.85,13649.0,,100000.0,529.65,
1.0,106169003.0,Union SD,Clarion,777659.29,,,,,,,,,,205759.0,25790.0,,15542.0,19291.0,,,,,,,,,,,,,,,2092.11,207896.64,246574.44,,,,,,27377.28,5475.6,5475.6,2580.69,,12601.6,1203.33,
1.0,110171003.0,Clearfield Area SD,Clearfield,3050970.72,,,,,,,,,,991544.24,122143.2,,80724.29,8395.0,,,,,,,,,,,118334.93,,,,,765740.01,709313.0,,,,,,,32250.28,38856.85,2308.39,,167614.85,13745.68,
1.0,110171803.0,Curwensville Area SD,Clearfield,1802616.88,,,,,,,,,,335780.0,39094.0,,49674.86,18558.74,,,,,,,,,,,,,,99045.65,,1160905.34,,,,,,,49406.71,20414.52,19641.1,7034.0,,3061.96,,
1.0,106172003.0,DuBois Area SD,Clearfield,6633834.75,,,,,,,,,,1387487.66,177916.43,,178930.32,19439.6,,,,,,,,,,,,,,,9333.94,,4316071.88,,,,,,103975.37,109856.26,11628.01,5487.05,,294346.23,19362.0,
1.0,110173003.0,Glendale SD,Clearfield,1425071.12,,,,,,,,-169.36,,196164.68,30979.57,,15296.0,,,,,,,,,,,,116635.83,,,,,230111.76,767798.55,,,,,,65611.45,962.1,1680.54,,,,,
1.0,110173504.0,Harmony Area SD,Clearfield,1455682.73,,,,,,,,,,328869.46,29045.0,,19662.45,2272.9,,,,,,,,,,,289210.06,,,,,536832.95,211061.2,,,,,10633.1,10417.39,14066.81,3611.41,,,,,
1.0,110175003.0,Moshannon Valley SD,Clearfield,1420573.43,,,,,,,,,,260580.52,12448.0,,20119.0,,,,,,,,,,,,,,,,,361746.28,590187.26,,,,,,52894.25,,,9317.07,,1476.53,111804.52,
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,2456742.9,,,,,,,,,,445123.03,62706.4,,30709.6,,,,,,,,,,,,,,,,,400711.81,1096919.5,,,,,,66492.44,21305.0,10990.0,,,304026.3,17758.82,
1.0,110179003.0,West Branch Area SD,Clearfield,1583167.12,,,,,,,,,,338718.9,38781.0,,34516.0,175.0,,,,,,,,,,,,,,,,408686.21,632509.63,,,,,,91569.54,16086.48,16086.72,3920.0,,,2117.64,
1.0,110183602.0,Keystone Central SD,Clinton,6864181.29,12095.0,,,,,,,,,1605456.4,283165.4,,95938.83,,102652.0,,,,,,,,,,,,,3909.0,70142.02,1740716.24,2438799.92,,,,,10800.0,109687.58,117753.71,0.29,4541.25,220203.21,48320.44,,
1.0,116191004.0,Benton Area SD,Columbia,671537.81,,,,,,,,,,143721.0,17713.8,,11273.0,,,,,,,,,,,,,,,19234.0,,22107.69,419532.95,,,,,,20379.24,4075.89,4075.89,6076.52,,,3347.83,
1.0,116191103.0,Berwick Area SD,Columbia,5334835.76,,,,,,,,,,1025857.13,127008.0,11603.66,69301.95,,,,,,,,,,,,,,,1472.02,,2133097.67,1510492.36,,,,,,112740.63,47384.28,4226.21,2943.68,,268846.9,19861.27,
1.0,116191203.0,Bloomsburg Area SD,Columbia,2294413.88,,,,,,,,,,443623.0,58255.0,169.0,35288.0,,,,,,,,,,,,,,,,,,1628328.04,,,,,,97957.19,10422.04,9841.21,3700.0,,,6830.4,
1.0,116191503.0,Central Columbia SD,Columbia,828783.7,,,,,,,,,,253123.0,67560.2,897.0,19637.0,,,,,,,,,,,,,,,,,,360995.74,,,,,8991.0,44515.2,3956.78,3957.03,203.26,,50678.8,14268.69,
1.0,116195004.0,Millville Area SD,Columbia,724274.06,,,,,,,,5182.8,,213764.92,27190.0,,8711.67,,,,,,,,,,,,,,,,,33996.55,414052.52,,,,,,737.76,,12780.5,,,,7857.34,
1.0,116197503.0,Southern Columbia Area SD,Columbia,1530400.05,,,96541.78,,,,,,,406542.39,58303.94,,27900.9,,,,,,,,,,,,,,,,,495296.91,307976.18,,,27071.9,,,11273.43,2254.63,2254.63,-7232.88,,100000.0,2216.24,
1.0,105201033.0,Conneaut SD,Crawford,4092930.95,,,,,,,,,,962231.21,102745.11,,41216.4,26517.0,,,,,,,,,,,,,,819799.32,,,1620430.65,,,,,,215903.52,43180.92,43181.28,29674.14,42510.47,132218.0,13322.93,
1.0,105201352.0,Crawford Central SD,Crawford,7316393.46,,,,,,,,,,1045976.91,100765.24,,58654.15,,,,,,,,,,,,,,,,,,4173312.26,,,482800.0,,,345069.09,72885.53,34385.34,-0.36,28931.94,931378.5,42234.86,
1.0,105204703.0,Penncrest SD,Crawford,7626608.29,,,,,,,,,,960991.87,106678.84,,67116.65,,,,,,,,,,,,,,,,,2296946.75,3025721.8,,,,,21854.93,183240.13,57948.2,139.18,19074.23,240701.0,616749.81,29444.9,
1.0,115210503.0,Big Spring SD,Cumberland,2354623.87,,,,,,,,,,615838.0,98658.0,,48986.0,,,,,,,,,,,,,,,22851.67,,623432.81,688504.34,,,,,,190658.5,33182.98,28573.11,3938.46,,,,
1.0,115211003.0,Camp Hill SD,Cumberland,1183411.53,,,,,,,,,,140477.0,24510.0,,12368.0,,,,,,,,,,,,,,,,,372278.95,590945.98,,,,,,20007.57,9298.03,13526.0,,,,,
1.0,115211103.0,Carlisle Area SD,Cumberland,6044503.63,423640.0,,,,,,,,,1010088.04,167856.37,59851.59,83749.0,,84275.0,,,,,,,,,,,,,,,686135.96,3181051.13,,,,,84135.72,188524.34,8694.16,17064.32,49438.0,,,,
1.0,115211603.0,Cumberland Valley SD,Cumberland,3185492.0,,,,,,,,,,390075.0,154122.0,28021.0,31028.0,,,,,,,,,,,,,,,,,778803.0,1764855.0,,,,,,,21540.0,1104.0,,,,15944.0,
1.0,115212503.0,East Pennsboro Area SD,Cumberland,1681971.93,,,,,,,,,,472111.94,80751.08,,21756.47,,,,,,,,,,,,,,,4446.23,24525.66,118630.44,792662.0,,102830.72,,,,46795.01,8731.32,8731.06,,,,,
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,1989029.34,,,,,,,,,,497408.0,79893.17,47567.8,32856.0,,,,,,,,,,,,,,,,,,1265222.79,,,,,,53975.68,,11616.96,,,,488.94,
1.0,115218003.0,Shippensburg Area SD,Cumberland,6096693.55,,,,,,,,,,852899.61,136848.96,,59840.24,,,,,,,,,,,,,,,,,1132014.1,3387798.06,,,360000.0,,,13019.0,72354.07,50954.96,7645.48,16519.98,,6799.09,
1.0,115218303.0,South Middleton SD,Cumberland,1491953.76,,,,,,,,,,314752.7,50281.59,,18398.0,,,,,,,,,,,,,,,,,277108.28,737483.1,,,,,,63039.89,12718.41,12488.78,5683.01,,,,
1.0,115221402.0,Central Dauphin SD,Dauphin,18422023.67,,,,,,,,,,2356778.11,341188.7,161995.05,162540.99,,,,,,,,,,,,,,,-5763.0,0.51,905502.93,13818220.0,,,,,,289951.82,547.32,15396.65,1292.24,3146.56,350000.0,21225.79,
1.0,115221753.0,Derry Township SD,Dauphin,3206800.53,,,,,,,,,,614939.0,104572.0,,50871.0,,,,,,,,,,,,,,,,,,2161375.0,,,,,,209153.0,,,457.72,,49580.14,15852.67,
1.0,115222504.0,Halifax Area SD,Dauphin,895788.27,,,,,,36226.65,,,,191169.0,28858.0,,15206.0,,,,,,,,,,,,,,,,,,569887.27,,,,,,,10713.76,10514.33,,,29930.02,3283.24,
1.0,115222752.0,Harrisburg City SD,Dauphin,34112318.15,,,,,,32238.93,,,,8732018.74,457186.07,244798.8,450265.51,,,,,,,,,,74478.05,,404593.58,,,149861.55,1400.72,11467457.24,10453757.86,,,,,,123256.76,328943.38,273562.2,127230.26,64168.19,299848.04,427252.27,
1.0,115224003.0,Lower Dauphin SD,Dauphin,2227729.02,,,,,,,,,,486315.0,88183.0,,38684.0,,,,,,,,,,,,,,,,,541990.33,890045.95,,,,,,108332.13,19523.53,19523.54,,,27775.33,7356.21,
1.0,115226003.0,Middletown Area SD,Dauphin,5311851.5,,,,,,,,,,861182.29,79525.22,,49148.07,,,,,,,,,,,,,,,,,80432.43,3764886.54,,,,,,228650.0,,23409.16,15531.26,,191524.72,17561.81,
1.0,115226103.0,Millersburg Area SD,Dauphin,1661208.68,,,,,,,,,,324759.13,34125.67,,34072.2,,,,,,,,,,,,,,,,,61225.2,1131914.39,,,,,,52423.96,6237.06,13372.44,,,,3078.63,
1.0,115228003.0,Steelton-Highspire SD,Dauphin,3344439.02,,,,,,,,,,1118243.0,46288.18,,63838.0,,,,,,,,,,196278.02,,,,,,20550.0,,1619746.08,,,,,,164856.56,32970.96,32971.62,31440.92,,17255.68,,
1.0,115228303.0,Susquehanna Township SD,Dauphin,3286681.85,,,,,,,,,,753449.79,132000.98,,52102.5,,,,,,,,,,,,,,,2068.27,21.64,,2106512.62,,,,,,,,,14494.35,,200000.0,26031.7,
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,2581761.79,,,,,,,,,,481808.07,59918.0,,39315.0,,32051.0,,,,,,,,,,,,,1867990.9,,,34746.75,,,,,360.88,48765.63,12460.01,-737.13,,,5082.68,,
1.0,125231232.0,Chester-Upland SD,Delaware,7323773.23,,,,,,,,,,2776962.72,173251.57,9305.53,668621.89,,,,,,,,,,,,,,,592684.21,16445.99,1572047.33,355146.15,,,,,,532340.37,106467.21,106468.56,3802.32,,388966.73,21262.65,
1.0,125231303.0,Chichester SD,Delaware,3011853.08,,,,,,,,,,1048737.95,99255.0,,66719.14,,,,,,,,,,,,,,,6078.39,31053.46,291550.43,1038756.15,,,,,,108218.85,19723.03,8033.64,34135.0,39305.76,200000.0,20286.28,
1.0,125234103.0,Garnet Valley SD,Delaware,828995.0,,,,,,,,,,99565.0,71444.0,2166.0,6416.0,,,,11350.0,,,,,,,,,,,,,92010.0,118874.0,,104496.0,,,,8601.0,1721.0,710.0,,,300000.0,11642.0,
1.0,125234502.0,Haverford Township SD,Delaware,1436257.9,,,,,,,,,,176671.18,96284.79,-0.23,11235.0,,,,,,,,,,,,,,,13312.02,47368.18,185770.0,588310.49,,,,,,18589.75,13851.51,12498.74,,,241908.0,30458.47,
1.0,125235103.0,Interboro SD,Delaware,2823752.35,,,,,,,,,,967349.96,113603.14,,68333.62,,,,,,,,,,,,,,,,,242697.75,673435.92,,,,,,67915.93,15945.61,7351.73,2675.19,37159.42,574662.88,52621.2,
1.0,125235502.0,Marple Newtown SD,Delaware,1997445.83,,,,,,,,,,239819.74,78640.24,38114.37,17926.75,,,,,,,,,,,,,,,,,220119.38,543897.92,,,,,,67840.36,,,,,752631.45,38455.62,
1.0,125236903.0,Penn-Delco SD,Delaware,1857346.81,,,,,,,,,,356685.0,66591.0,,28372.0,,,,,,,,,,,,,,,950.11,10494.9,16778.99,1145050.08,,,,,,72305.06,23076.8,11007.23,1928.0,23140.49,96936.01,4031.14,
1.0,125237603.0,Radnor Township SD,Delaware,2179286.53,,,,,,,,,,546527.94,61555.0,25884.36,20450.79,,,,,,,,,,39432.96,79578.24,171838.97,,,,,,1105213.73,,,,,44480.45,77118.27,2954.75,,,,,4251.07,
1.0,125237702.0,Ridley SD,Delaware,4492991.54,,,,,,,,,,844800.34,71789.63,,56331.09,,,,,,,,,,240660.67,,,,,,,1406702.76,1030011.88,,,,,,28119.5,10874.5,10874.6,9094.0,,769508.0,14224.57,
1.0,125237903.0,Rose Tree Media SD,Delaware,775334.19,,,,,,,,,,143050.12,62076.87,,10308.68,,,,,,,,,,,,,,,,,89734.78,226106.05,,,,,,9651.8,3404.33,1003.85,,,220003.33,9994.38,
1.0,125238402.0,Southeast Delco SD,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,125238502.0,Springfield SD,Delaware,1000895.3,,,,,,,,,,157587.55,56587.2,8929.62,13537.04,,,,,,,,,,,,,,,,,30215.04,680121.51,,,,,,34711.6,11257.38,,7948.36,,,,
1.0,125239452.0,Upper Darby SD,Delaware,23976438.63,,,,,,,,,,6340908.06,672584.69,309100.23,375091.99,,,,,,,,,,,,251029.44,,,,,3869795.58,10548000.07,,,,,,1052666.38,212647.79,134194.28,25673.96,65472.64,,119273.52,
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,28649.8,,,,,,,,,,-2753.0,31402.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,125239652.0,William Penn SD,Delaware,11341386.77,,,,,,,,,,2784591.88,408257.56,34821.0,81293.88,,,,,,,,,,828800.55,,,,,84823.73,211365.18,2351281.38,3687998.91,,,,,5750.0,613185.82,,,,119393.0,,129823.88,
1.0,109243503.0,Johnsonburg Area SD,Elk,987322.3,,,,,,60474.82,,,,,,,,,,,,,,,,,,,,,,,,174585.68,671811.2,,,,,,14575.01,0.14,5236.45,,,,60639.0,
1.0,109246003.0,Ridgway Area SD,Elk,1354919.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240039.96,,,,,,29921.2,5984.24,,9725.3,,60000.0,9248.82,
