Year,School Name,Subject,Grade,Group,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Biology,11,ELL,11,0.0,9.1,63.6,27.3
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Biology,11,Economically Disadvantaged,136,16.9,37.5,33.8,11.8
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,All Students,264,5.3,62.1,25.4,7.2
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,White (not Hispanic),118,8.5,63.6,20.3,7.6
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,Black or African American (not Hispanic),56,1.8,57.1,30.4,10.7
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,Hispanic (any race),50,2.0,58.0,34.0,6.0
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,Asian (not Hispanic),32,3.1,68.8,25.0,3.1
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,IEP,35,2.9,17.1,51.4,28.6
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,ELL,11,0.0,18.2,72.7,9.1
2023,DAUPHIN COUNTY TECHNICAL SCHOOL,Literature,11,Economically Disadvantaged,138,4.3,58.0,31.2,6.5
2023,HERSHEY HS,Algebra I,11,All Students,125,44.0,14.4,28.8,12.8
2023,HERSHEY HS,Algebra I,11,White (not Hispanic),83,39.8,16.9,32.5,10.8
2023,HERSHEY HS,Algebra I,11,Hispanic (any race),11,18.2,0.0,54.5,27.3
2023,HERSHEY HS,Algebra I,11,Asian (not Hispanic),23,82.6,13.0,0.0,4.3
2023,HERSHEY HS,Algebra I,11,IEP,19,0.0,5.3,26.3,68.4
2023,HERSHEY HS,Algebra I,11,Economically Disadvantaged,29,10.3,17.2,41.4,31.0
2023,HERSHEY HS,Biology,11,All Students,258,44.6,35.3,15.5,4.7
2023,HERSHEY HS,Biology,11,White (not Hispanic),184,41.8,38.6,16.3,3.3
2023,HERSHEY HS,Biology,11,Hispanic (any race),16,25.0,25.0,31.3,18.8
2023,HERSHEY HS,Biology,11,Asian (not Hispanic),43,72.1,20.9,4.7,2.3
2023,HERSHEY HS,Biology,11,IEP,22,4.5,9.1,54.5,31.8
2023,HERSHEY HS,Biology,11,Economically Disadvantaged,51,15.7,43.1,29.4,11.8
2023,HERSHEY HS,Literature,11,All Students,264,32.2,54.2,7.6,6.1
2023,HERSHEY HS,Literature,11,White (not Hispanic),186,32.3,55.4,6.5,5.9
2023,HERSHEY HS,Literature,11,Hispanic (any race),17,23.5,41.2,23.5,11.8
2023,HERSHEY HS,Literature,11,Asian (not Hispanic),44,45.5,50.0,4.5,0.0
2023,HERSHEY HS,Literature,11,Multi-Racial (not Hispanic),11,9.1,72.7,9.1,9.1
2023,HERSHEY HS,Literature,11,IEP,21,0.0,14.3,23.8,61.9
2023,HERSHEY HS,Literature,11,Economically Disadvantaged,56,17.9,48.2,17.9,16.1
2023,HALIFAX AREA HS,Algebra I,11,All Students,39,2.6,51.3,35.9,10.3
2023,HALIFAX AREA HS,Algebra I,11,White (not Hispanic),34,2.9,52.9,32.4,11.8
2023,HALIFAX AREA HS,Biology,11,All Students,60,23.3,30.0,35.0,11.7
2023,HALIFAX AREA HS,Biology,11,White (not Hispanic),55,23.6,30.9,34.5,10.9
2023,HALIFAX AREA HS,Biology,11,IEP,11,0.0,18.2,63.6,18.2
2023,HALIFAX AREA HS,Biology,11,Economically Disadvantaged,17,11.8,35.3,29.4,23.5
2023,HALIFAX AREA HS,Literature,11,All Students,60,8.3,65.0,25.0,1.7
2023,HALIFAX AREA HS,Literature,11,White (not Hispanic),55,9.1,65.5,23.6,1.8
2023,HALIFAX AREA HS,Literature,11,IEP,11,0.0,45.5,45.5,9.1
2023,HALIFAX AREA HS,Literature,11,Economically Disadvantaged,17,5.9,52.9,35.3,5.9
2023,COUGAR ACADEMY,Algebra I,11,All Students,15,0.0,6.7,60.0,33.3
2023,COUGAR ACADEMY,Algebra I,11,Economically Disadvantaged,11,0.0,0.0,72.7,27.3
2023,COUGAR ACADEMY,Biology,11,All Students,16,0.0,12.5,31.3,56.3
2023,COUGAR ACADEMY,Biology,11,Economically Disadvantaged,12,0.0,16.7,16.7,66.7
2023,COUGAR ACADEMY,Literature,11,All Students,15,0.0,20.0,40.0,40.0
2023,COUGAR ACADEMY,Literature,11,Economically Disadvantaged,12,0.0,16.7,41.7,41.7
2023,HARRISBURG HS,Algebra I,11,All Students,141,0.7,1.4,31.9,66.0
2023,HARRISBURG HS,Algebra I,11,Black or African American (not Hispanic),76,1.3,1.3,26.3,71.1
2023,HARRISBURG HS,Algebra I,11,Hispanic (any race),57,0.0,1.8,38.6,59.6
2023,HARRISBURG HS,Algebra I,11,IEP,23,0.0,0.0,17.4,82.6
2023,HARRISBURG HS,Algebra I,11,ELL,39,0.0,0.0,35.9,64.1
2023,HARRISBURG HS,Algebra I,11,Economically Disadvantaged,117,0.9,1.7,29.9,67.5
2023,HARRISBURG HS,Biology,11,All Students,143,0.7,2.1,25.2,72.0
2023,HARRISBURG HS,Biology,11,Black or African American (not Hispanic),73,0.0,0.0,28.8,71.2
2023,HARRISBURG HS,Biology,11,Hispanic (any race),61,0.0,3.3,21.3,75.4
2023,HARRISBURG HS,Biology,11,IEP,22,0.0,0.0,13.6,86.4
2023,HARRISBURG HS,Biology,11,ELL,39,0.0,2.6,23.1,74.4
2023,HARRISBURG HS,Biology,11,Economically Disadvantaged,119,0.8,2.5,26.1,70.6
2023,HARRISBURG HS,Literature,11,All Students,139,1.4,10.8,48.9,38.8
2023,HARRISBURG HS,Literature,11,Black or African American (not Hispanic),75,1.3,10.7,52.0,36.0
2023,HARRISBURG HS,Literature,11,Hispanic (any race),55,1.8,9.1,45.5,43.6
2023,HARRISBURG HS,Literature,11,IEP,23,0.0,0.0,26.1,73.9
2023,HARRISBURG HS,Literature,11,ELL,32,0.0,6.3,46.9,46.9
2023,HARRISBURG HS,Literature,11,Economically Disadvantaged,119,1.7,10.1,50.4,37.8
2023,HARRISBURG HS - SCITECH CMP,Algebra I,11,All Students,47,2.1,34.0,38.3,25.5
2023,HARRISBURG HS - SCITECH CMP,Algebra I,11,Black or African American (not Hispanic),28,3.6,32.1,42.9,21.4
2023,HARRISBURG HS - SCITECH CMP,Algebra I,11,Economically Disadvantaged,39,2.6,28.2,41.0,28.2
2023,HARRISBURG HS - SCITECH CMP,Biology,11,All Students,71,16.9,38.0,32.4,12.7
2023,HARRISBURG HS - SCITECH CMP,Biology,11,Black or African American (not Hispanic),38,13.2,39.5,39.5,7.9
2023,HARRISBURG HS - SCITECH CMP,Biology,11,Hispanic (any race),19,26.3,26.3,26.3,21.1
2023,HARRISBURG HS - SCITECH CMP,Biology,11,Economically Disadvantaged,57,15.8,35.1,33.3,15.8
2023,HARRISBURG HS - SCITECH CMP,Literature,11,All Students,71,8.5,57.7,29.6,4.2
2023,HARRISBURG HS - SCITECH CMP,Literature,11,Black or African American (not Hispanic),38,7.9,60.5,28.9,2.6
2023,HARRISBURG HS - SCITECH CMP,Literature,11,Hispanic (any race),19,5.3,63.2,31.6,0.0
2023,HARRISBURG HS - SCITECH CMP,Literature,11,Economically Disadvantaged,57,5.3,57.9,31.6,5.3
2023,LOWER DAUPHIN HS,Algebra I,11,All Students,253,18.2,37.2,34.0,10.7
2023,LOWER DAUPHIN HS,Algebra I,11,White (not Hispanic),209,20.1,39.2,31.6,9.1
2023,LOWER DAUPHIN HS,Algebra I,11,Hispanic (any race),22,4.5,13.6,54.5,27.3
2023,LOWER DAUPHIN HS,Algebra I,11,Multi-Racial (not Hispanic),11,18.2,9.1,63.6,9.1
2023,LOWER DAUPHIN HS,Algebra I,11,IEP,48,6.3,14.6,45.8,33.3
2023,LOWER DAUPHIN HS,Algebra I,11,Economically Disadvantaged,51,3.9,17.6,49.0,29.4
2023,LOWER DAUPHIN HS,Biology,11,All Students,276,34.1,38.0,21.7,6.2
2023,LOWER DAUPHIN HS,Biology,11,White (not Hispanic),227,33.5,41.9,19.4,5.3
2023,LOWER DAUPHIN HS,Biology,11,Hispanic (any race),22,18.2,27.3,40.9,13.6
2023,LOWER DAUPHIN HS,Biology,11,Multi-Racial (not Hispanic),16,37.5,12.5,43.8,6.3
2023,LOWER DAUPHIN HS,Biology,11,IEP,48,12.5,29.2,41.7,16.7
2023,LOWER DAUPHIN HS,Biology,11,Economically Disadvantaged,53,15.1,28.3,45.3,11.3
2023,LOWER DAUPHIN HS,Literature,11,All Students,277,14.1,65.7,15.2,5.1
2023,LOWER DAUPHIN HS,Literature,11,White (not Hispanic),228,15.4,65.4,15.4,3.9
2023,LOWER DAUPHIN HS,Literature,11,Hispanic (any race),22,0.0,68.2,18.2,13.6
2023,LOWER DAUPHIN HS,Literature,11,Multi-Racial (not Hispanic),16,18.8,56.3,18.8,6.3
2023,LOWER DAUPHIN HS,Literature,11,IEP,49,2.0,51.0,26.5,20.4
2023,LOWER DAUPHIN HS,Literature,11,Economically Disadvantaged,54,5.6,55.6,24.1,14.8
2023,MIDDLETOWN AREA HS,Algebra I,11,All Students,127,6.3,34.6,33.9,25.2
2023,MIDDLETOWN AREA HS,Algebra I,11,White (not Hispanic),70,10.0,37.1,27.1,25.7
2023,MIDDLETOWN AREA HS,Algebra I,11,Black or African American (not Hispanic),14,7.1,14.3,57.1,21.4
2023,MIDDLETOWN AREA HS,Algebra I,11,Hispanic (any race),21,0.0,28.6,47.6,23.8
2023,MIDDLETOWN AREA HS,Algebra I,11,Multi-Racial (not Hispanic),16,0.0,50.0,31.3,18.8
2023,MIDDLETOWN AREA HS,Algebra I,11,IEP,35,2.9,2.9,31.4,62.9
2023,MIDDLETOWN AREA HS,Algebra I,11,Economically Disadvantaged,61,1.6,29.5,37.7,31.1
2023,MIDDLETOWN AREA HS,Biology,11,All Students,162,17.3,30.9,29.0,22.8
2023,MIDDLETOWN AREA HS,Biology,11,White (not Hispanic),95,23.2,32.6,21.1,23.2
2023,MIDDLETOWN AREA HS,Biology,11,Black or African American (not Hispanic),16,6.3,25.0,37.5,31.3
2023,MIDDLETOWN AREA HS,Biology,11,Hispanic (any race),23,4.3,26.1,47.8,21.7
2023,MIDDLETOWN AREA HS,Biology,11,Multi-Racial (not Hispanic),20,15.0,30.0,45.0,10.0
2023,MIDDLETOWN AREA HS,Biology,11,IEP,34,2.9,2.9,20.6,73.5
2023,MIDDLETOWN AREA HS,Biology,11,Economically Disadvantaged,67,6.0,19.4,43.3,31.3
2023,MIDDLETOWN AREA HS,Literature,11,All Students,163,4.3,55.2,27.6,12.9
2023,MIDDLETOWN AREA HS,Literature,11,White (not Hispanic),95,6.3,56.8,28.4,8.4
2023,MIDDLETOWN AREA HS,Literature,11,Black or African American (not Hispanic),16,0.0,50.0,31.3,18.8
2023,MIDDLETOWN AREA HS,Literature,11,Hispanic (any race),23,0.0,56.5,17.4,26.1
2023,MIDDLETOWN AREA HS,Literature,11,Multi-Racial (not Hispanic),21,0.0,57.1,42.9,0.0
2023,MIDDLETOWN AREA HS,Literature,11,IEP,33,0.0,3.0,51.5,45.5
2023,MIDDLETOWN AREA HS,Literature,11,Economically Disadvantaged,68,0.0,39.7,35.3,25.0
2023,MILLERSBURG AREA SHS,Algebra I,11,All Students,27,3.7,7.4,70.4,18.5
2023,MILLERSBURG AREA SHS,Algebra I,11,White (not Hispanic),23,4.3,8.7,69.6,17.4
2023,MILLERSBURG AREA SHS,Algebra I,11,Economically Disadvantaged,12,0.0,16.7,58.3,25.0
2023,MILLERSBURG AREA SHS,Biology,11,All Students,44,15.9,45.5,27.3,11.4
2023,MILLERSBURG AREA SHS,Biology,11,White (not Hispanic),39,17.9,43.6,25.6,12.8
2023,MILLERSBURG AREA SHS,Biology,11,Economically Disadvantaged,18,11.1,55.6,22.2,11.1
2023,MILLERSBURG AREA SHS,Literature,11,All Students,44,6.8,77.3,11.4,4.5
2023,MILLERSBURG AREA SHS,Literature,11,White (not Hispanic),39,7.7,74.4,12.8,5.1
2023,MILLERSBURG AREA SHS,Literature,11,Economically Disadvantaged,18,0.0,83.3,5.6,11.1
2023,REACH CYBER CS,Algebra I,11,All Students,448,2.5,14.1,49.6,33.9
2023,REACH CYBER CS,Algebra I,11,White (not Hispanic),247,2.8,14.2,54.7,28.3
2023,REACH CYBER CS,Algebra I,11,Black or African American (not Hispanic),95,1.1,12.6,47.4,38.9
2023,REACH CYBER CS,Algebra I,11,Hispanic (any race),72,2.8,15.3,36.1,45.8
2023,REACH CYBER CS,Algebra I,11,Multi-Racial (not Hispanic),26,3.8,15.4,42.3,38.5
2023,REACH CYBER CS,Algebra I,11,IEP,101,3.0,4.0,37.6,55.4
2023,REACH CYBER CS,Algebra I,11,Economically Disadvantaged,174,1.7,11.5,48.3,38.5
2023,REACH CYBER CS,Biology,11,All Students,501,3.2,19.8,38.5,38.5
2023,REACH CYBER CS,Biology,11,White (not Hispanic),281,4.6,23.5,43.8,28.1
2023,REACH CYBER CS,Biology,11,Black or African American (not Hispanic),104,1.0,11.5,29.8,57.7
2023,REACH CYBER CS,Biology,11,Hispanic (any race),75,2.7,13.3,34.7,49.3
2023,REACH CYBER CS,Biology,11,Multi-Racial (not Hispanic),31,0.0,29.0,32.3,38.7
2023,REACH CYBER CS,Biology,11,IEP,106,1.9,14.2,25.5,58.5
2023,REACH CYBER CS,Biology,11,Economically Disadvantaged,193,1.0,15.5,37.3,46.1
2023,REACH CYBER CS,Literature,11,All Students,517,1.4,46.8,39.1,12.8
2023,REACH CYBER CS,Literature,11,White (not Hispanic),286,1.7,51.7,37.1,9.4
2023,REACH CYBER CS,Literature,11,Black or African American (not Hispanic),111,0.0,34.2,48.6,17.1
2023,REACH CYBER CS,Literature,11,Hispanic (any race),78,2.6,44.9,33.3,19.2
2023,REACH CYBER CS,Literature,11,Multi-Racial (not Hispanic),32,0.0,53.1,34.4,12.5
2023,REACH CYBER CS,Literature,11,IEP,114,2.6,18.4,53.5,25.4
2023,REACH CYBER CS,Literature,11,Economically Disadvantaged,202,0.5,40.1,43.6,15.8
2023,STEELTON-HIGHSPIRE HS,Algebra I,11,All Students,35,0.0,5.7,17.1,77.1
2023,STEELTON-HIGHSPIRE HS,Algebra I,11,Black or African American (not Hispanic),16,0.0,6.3,18.8,75.0
2023,STEELTON-HIGHSPIRE HS,Algebra I,11,Hispanic (any race),13,0.0,7.7,7.7,84.6
2023,STEELTON-HIGHSPIRE HS,Algebra I,11,Economically Disadvantaged,35,0.0,5.7,17.1,77.1
2023,STEELTON-HIGHSPIRE HS,Biology,11,All Students,52,0.0,7.7,21.2,71.2
2023,STEELTON-HIGHSPIRE HS,Biology,11,Black or African American (not Hispanic),23,0.0,0.0,17.4,82.6
2023,STEELTON-HIGHSPIRE HS,Biology,11,Hispanic (any race),18,0.0,11.1,11.1,77.8
2023,STEELTON-HIGHSPIRE HS,Biology,11,Economically Disadvantaged,52,0.0,7.7,21.2,71.2
2023,STEELTON-HIGHSPIRE HS,Literature,11,All Students,51,0.0,11.8,45.1,43.1
2023,STEELTON-HIGHSPIRE HS,Literature,11,Black or African American (not Hispanic),24,0.0,4.2,37.5,58.3
2023,STEELTON-HIGHSPIRE HS,Literature,11,Hispanic (any race),15,0.0,6.7,60.0,33.3
2023,STEELTON-HIGHSPIRE HS,Literature,11,Economically Disadvantaged,51,0.0,11.8,45.1,43.1
2023,SUSQUEHANNA TWP HS,Algebra I,11,All Students,143,5.6,18.9,48.3,27.3
2023,SUSQUEHANNA TWP HS,Algebra I,11,White (not Hispanic),21,9.5,33.3,42.9,14.3
2023,SUSQUEHANNA TWP HS,Algebra I,11,Black or African American (not Hispanic),61,1.6,4.9,63.9,29.5
2023,SUSQUEHANNA TWP HS,Algebra I,11,Hispanic (any race),18,5.6,27.8,16.7,50.0
2023,SUSQUEHANNA TWP HS,Algebra I,11,Asian (not Hispanic),30,6.7,36.7,36.7,20.0
2023,SUSQUEHANNA TWP HS,Algebra I,11,Multi-Racial (not Hispanic),13,15.4,7.7,53.8,23.1
2023,SUSQUEHANNA TWP HS,Algebra I,11,IEP,23,0.0,4.3,21.7,73.9
2023,SUSQUEHANNA TWP HS,Algebra I,11,Economically Disadvantaged,83,1.2,16.9,47.0,34.9
2023,SUSQUEHANNA TWP HS,Biology,11,All Students,157,10.2,28.7,33.8,27.4
2023,SUSQUEHANNA TWP HS,Biology,11,White (not Hispanic),27,11.1,55.6,22.2,11.1
2023,SUSQUEHANNA TWP HS,Biology,11,Black or African American (not Hispanic),64,6.3,21.9,35.9,35.9
2023,SUSQUEHANNA TWP HS,Biology,11,Hispanic (any race),18,0.0,38.9,16.7,44.4
2023,SUSQUEHANNA TWP HS,Biology,11,Asian (not Hispanic),33,15.2,24.2,42.4,18.2
2023,SUSQUEHANNA TWP HS,Biology,11,Multi-Racial (not Hispanic),15,26.7,6.7,46.7,20.0
2023,SUSQUEHANNA TWP HS,Biology,11,IEP,24,4.2,8.3,25.0,62.5
2023,SUSQUEHANNA TWP HS,Biology,11,Economically Disadvantaged,87,5.7,18.4,36.8,39.1
2023,SUSQUEHANNA TWP HS,Literature,11,All Students,159,3.1,45.9,32.1,18.9
2023,SUSQUEHANNA TWP HS,Literature,11,White (not Hispanic),27,0.0,66.7,33.3,0.0
2023,SUSQUEHANNA TWP HS,Literature,11,Black or African American (not Hispanic),65,4.6,33.8,38.5,23.1
2023,SUSQUEHANNA TWP HS,Literature,11,Hispanic (any race),18,0.0,44.4,22.2,33.3
2023,SUSQUEHANNA TWP HS,Literature,11,Asian (not Hispanic),34,2.9,50.0,29.4,17.6
2023,SUSQUEHANNA TWP HS,Literature,11,Multi-Racial (not Hispanic),15,6.7,53.3,20.0,20.0
2023,SUSQUEHANNA TWP HS,Literature,11,IEP,23,0.0,17.4,34.8,47.8
2023,SUSQUEHANNA TWP HS,Literature,11,Economically Disadvantaged,89,1.1,36.0,33.7,29.2
2023,UPPER DAUPHIN AREA HS,Algebra I,11,All Students,46,2.2,15.2,65.2,17.4
2023,UPPER DAUPHIN AREA HS,Algebra I,11,White (not Hispanic),43,2.3,16.3,67.4,14.0
2023,UPPER DAUPHIN AREA HS,Algebra I,11,Economically Disadvantaged,26,3.8,11.5,61.5,23.1
2023,UPPER DAUPHIN AREA HS,Biology,11,All Students,71,19.7,36.6,23.9,19.7
2023,UPPER DAUPHIN AREA HS,Biology,11,White (not Hispanic),64,17.2,40.6,25.0,17.2
2023,UPPER DAUPHIN AREA HS,Biology,11,Economically Disadvantaged,32,15.6,37.5,18.8,28.1
2023,UPPER DAUPHIN AREA HS,Literature,11,All Students,72,4.2,54.2,31.9,9.7
2023,UPPER DAUPHIN AREA HS,Literature,11,White (not Hispanic),65,1.5,58.5,30.8,9.2
2023,UPPER DAUPHIN AREA HS,Literature,11,Economically Disadvantaged,33,3.0,48.5,36.4,12.1
2023,CHESTER CHARTER SCHOLARS ACADEMY CS,Algebra I,11,All Students,52,0.0,7.7,44.2,48.1
2023,CHESTER CHARTER SCHOLARS ACADEMY CS,Algebra I,11,Black or African American (not Hispanic),48,0.0,8.3,43.8,47.9
2023,CHESTER CHARTER SCHOLARS ACADEMY CS,Algebra I,11,IEP,12,0.0,0.0,16.7,83.3
2023,CHESTER CHARTER SCHOLARS ACADEMY CS,Algebra I,11,Economically Disadvantaged,39,0.0,5.1,46.2,48.7
2023,CHESTER HS,Algebra I,11,All Students,44,0.0,0.0,18.2,81.8
2023,CHESTER HS,Algebra I,11,Black or African American (not Hispanic),37,0.0,0.0,16.2,83.8
2023,CHESTER HS,Algebra I,11,IEP,14,0.0,0.0,7.1,92.9
2023,CHESTER HS,Algebra I,11,Economically Disadvantaged,38,0.0,0.0,21.1,78.9
2023,CHESTER HS,Biology,11,All Students,67,0.0,1.5,10.4,88.1
2023,CHESTER HS,Biology,11,Black or African American (not Hispanic),55,0.0,1.8,9.1,89.1
2023,CHESTER HS,Biology,11,IEP,18,0.0,0.0,0.0,100.0
2023,CHESTER HS,Biology,11,Economically Disadvantaged,64,0.0,0.0,9.4,90.6
2023,CHESTER HS,Literature,11,All Students,88,0.0,12.5,42.0,45.5
2023,CHESTER HS,Literature,11,Black or African American (not Hispanic),75,0.0,12.0,48.0,40.0
2023,CHESTER HS,Literature,11,IEP,24,0.0,0.0,25.0,75.0
2023,CHESTER HS,Literature,11,Economically Disadvantaged,85,0.0,12.9,41.2,45.9
2023,STEM AT SHOWALTER,Algebra I,11,All Students,77,0.0,0.0,27.3,72.7
2023,STEM AT SHOWALTER,Algebra I,11,Black or African American (not Hispanic),72,0.0,0.0,26.4,73.6
2023,STEM AT SHOWALTER,Algebra I,11,IEP,14,0.0,0.0,7.1,92.9
2023,STEM AT SHOWALTER,Algebra I,11,Economically Disadvantaged,75,0.0,0.0,28.0,72.0
2023,STEM AT SHOWALTER,Biology,11,All Students,79,1.3,2.5,32.9,63.3
2023,STEM AT SHOWALTER,Biology,11,Black or African American (not Hispanic),75,1.3,2.7,32.0,64.0
2023,STEM AT SHOWALTER,Biology,11,IEP,15,0.0,0.0,20.0,80.0
2023,STEM AT SHOWALTER,Biology,11,Economically Disadvantaged,76,0.0,2.6,32.9,64.5
2023,STEM AT SHOWALTER,Literature,11,All Students,90,1.1,22.2,37.8,38.9
2023,STEM AT SHOWALTER,Literature,11,Black or African American (not Hispanic),85,1.2,21.2,37.6,40.0
2023,STEM AT SHOWALTER,Literature,11,IEP,16,0.0,0.0,31.3,68.8
2023,STEM AT SHOWALTER,Literature,11,Economically Disadvantaged,87,1.1,21.8,36.8,40.2
2023,CHICHESTER SHS,Algebra I,11,All Students,193,2.6,36.3,33.2,28.0
2023,CHICHESTER SHS,Algebra I,11,White (not Hispanic),98,4.1,49.0,28.6,18.4
2023,CHICHESTER SHS,Algebra I,11,Black or African American (not Hispanic),54,1.9,18.5,37.0,42.6
2023,CHICHESTER SHS,Algebra I,11,Hispanic (any race),22,0.0,27.3,36.4,36.4
2023,CHICHESTER SHS,Algebra I,11,Multi-Racial (not Hispanic),15,0.0,20.0,53.3,26.7
2023,CHICHESTER SHS,Algebra I,11,IEP,40,0.0,10.0,15.0,75.0
2023,CHICHESTER SHS,Algebra I,11,Economically Disadvantaged,112,0.9,36.6,30.4,32.1
2023,CHICHESTER SHS,Biology,11,All Students,209,4.3,29.2,37.3,29.2
2023,CHICHESTER SHS,Biology,11,White (not Hispanic),107,3.7,40.2,34.6,21.5
2023,CHICHESTER SHS,Biology,11,Black or African American (not Hispanic),56,1.8,14.3,39.3,44.6
2023,CHICHESTER SHS,Biology,11,Hispanic (any race),27,3.7,25.9,44.4,25.9
2023,CHICHESTER SHS,Biology,11,Multi-Racial (not Hispanic),13,0.0,23.1,38.5,38.5
2023,CHICHESTER SHS,Biology,11,IEP,45,2.2,0.0,33.3,64.4
2023,CHICHESTER SHS,Biology,11,Economically Disadvantaged,121,5.8,24.0,38.8,31.4
2023,CHICHESTER SHS,Literature,11,All Students,225,1.8,65.8,22.7,9.8
2023,CHICHESTER SHS,Literature,11,White (not Hispanic),116,1.7,70.7,20.7,6.9
2023,CHICHESTER SHS,Literature,11,Black or African American (not Hispanic),57,0.0,57.9,28.1,14.0
2023,CHICHESTER SHS,Literature,11,Hispanic (any race),31,0.0,67.7,19.4,12.9
2023,CHICHESTER SHS,Literature,11,Multi-Racial (not Hispanic),15,0.0,60.0,26.7,13.3
2023,CHICHESTER SHS,Literature,11,IEP,50,0.0,16.0,52.0,32.0
2023,CHICHESTER SHS,Literature,11,Economically Disadvantaged,137,2.2,62.0,24.1,11.7
2023,GARNET VALLEY HS,Algebra I,11,All Students,227,21.6,22.9,46.7,8.8
2023,GARNET VALLEY HS,Algebra I,11,White (not Hispanic),165,16.4,23.6,52.1,7.9
2023,GARNET VALLEY HS,Algebra I,11,Black or African American (not Hispanic),12,0.0,8.3,50.0,41.7
2023,GARNET VALLEY HS,Algebra I,11,Asian (not Hispanic),33,60.6,21.2,18.2,0.0
2023,GARNET VALLEY HS,Algebra I,11,IEP,51,7.8,9.8,58.8,23.5
2023,GARNET VALLEY HS,Algebra I,11,Economically Disadvantaged,36,8.3,13.9,61.1,16.7
2023,GARNET VALLEY HS,Biology,11,All Students,347,25.6,39.2,25.9,9.2
2023,GARNET VALLEY HS,Biology,11,White (not Hispanic),250,19.2,42.0,29.6,9.2
2023,GARNET VALLEY HS,Biology,11,Black or African American (not Hispanic),15,13.3,33.3,20.0,33.3
2023,GARNET VALLEY HS,Biology,11,Asian (not Hispanic),59,57.6,28.8,11.9,1.7
2023,GARNET VALLEY HS,Biology,11,Multi-Racial (not Hispanic),15,26.7,46.7,20.0,6.7
2023,GARNET VALLEY HS,Biology,11,IEP,59,5.1,28.8,33.9,32.2
2023,GARNET VALLEY HS,Biology,11,Economically Disadvantaged,44,13.6,36.4,31.8,18.2
2023,GARNET VALLEY HS,Literature,11,All Students,352,18.5,66.8,12.8,2.0
2023,GARNET VALLEY HS,Literature,11,White (not Hispanic),252,14.3,71.0,12.3,2.4
2023,GARNET VALLEY HS,Literature,11,Black or African American (not Hispanic),16,6.3,56.3,31.3,6.3
2023,GARNET VALLEY HS,Literature,11,Asian (not Hispanic),59,40.7,50.8,8.5,0.0
2023,GARNET VALLEY HS,Literature,11,Multi-Racial (not Hispanic),16,18.8,62.5,18.8,0.0
2023,GARNET VALLEY HS,Literature,11,IEP,58,1.7,56.9,29.3,12.1
2023,GARNET VALLEY HS,Literature,11,Economically Disadvantaged,46,10.9,63.0,23.9,2.2
2023,HAVERFORD SHS,Algebra I,11,All Students,298,10.7,41.9,40.3,7.0
2023,HAVERFORD SHS,Algebra I,11,White (not Hispanic),243,11.1,45.3,37.4,6.2
2023,HAVERFORD SHS,Algebra I,11,Black or African American (not Hispanic),14,0.0,14.3,71.4,14.3
2023,HAVERFORD SHS,Algebra I,11,Hispanic (any race),11,9.1,27.3,54.5,9.1
2023,HAVERFORD SHS,Algebra I,11,Asian (not Hispanic),19,15.8,31.6,36.8,15.8
2023,HAVERFORD SHS,Algebra I,11,IEP,55,3.6,16.4,54.5,25.5
2023,HAVERFORD SHS,Algebra I,11,Economically Disadvantaged,57,12.3,21.1,57.9,8.8
2023,HAVERFORD SHS,Biology,11,All Students,447,36.2,39.8,17.4,6.5
2023,HAVERFORD SHS,Biology,11,White (not Hispanic),363,37.2,41.3,16.0,5.5
2023,HAVERFORD SHS,Biology,11,Black or African American (not Hispanic),23,17.4,39.1,30.4,13.0
2023,HAVERFORD SHS,Biology,11,Hispanic (any race),15,40.0,13.3,33.3,13.3
2023,HAVERFORD SHS,Biology,11,Asian (not Hispanic),30,36.7,36.7,20.0,6.7
2023,HAVERFORD SHS,Biology,11,Multi-Racial (not Hispanic),14,35.7,35.7,14.3,14.3
2023,HAVERFORD SHS,Biology,11,IEP,63,12.7,19.0,33.3,34.9
2023,HAVERFORD SHS,Biology,11,Economically Disadvantaged,75,24.0,40.0,24.0,12.0
2023,HAVERFORD SHS,Literature,11,All Students,439,23.5,55.8,18.0,2.7
2023,HAVERFORD SHS,Literature,11,White (not Hispanic),358,24.6,57.0,16.8,1.7
2023,HAVERFORD SHS,Literature,11,Black or African American (not Hispanic),20,5.0,50.0,40.0,5.0
2023,HAVERFORD SHS,Literature,11,Hispanic (any race),15,13.3,60.0,20.0,6.7
2023,HAVERFORD SHS,Literature,11,Asian (not Hispanic),31,25.8,45.2,19.4,9.7
2023,HAVERFORD SHS,Literature,11,Multi-Racial (not Hispanic),13,30.8,46.2,15.4,7.7
2023,HAVERFORD SHS,Literature,11,IEP,57,7.0,26.3,54.4,12.3
2023,HAVERFORD SHS,Literature,11,Economically Disadvantaged,74,17.6,48.6,28.4,5.4
