district_name,name,address_city,address_street,county,zip,telephone_number,website,elementary,middle,high
Reading SD,Thirteenth & Green El Sch,Reading,501 N 13th St,Berks County IU 14,19604,610-371-5766,http://www.readingsd.org,TRUE,FALSE,FALSE
Reading SD,Thirteenth & Union El Sch,Reading,1600 N 13th St,Berks County IU 14,19604,610-371-5795,http://www.readingsd.org,TRUE,FALSE,FALSE
Bethlehem Area SD,Thomas Jefferson El Sch,Bethlehem,404 E North St,Colonial IU 20,18018,610-691-1776,http://www.basdschools.org,TRUE,FALSE,FALSE
West Jefferson Hills SD,Thomas Jefferson HS,Jefferson Hills,830 Old Clairton Rd,Allegheny IU 3,15025,412-655-8610,http://www.wjhsd.net,FALSE,FALSE,TRUE
Susquehanna Township SD,Thomas W Holtzman Jr El Sch,Harrisburg,1910 Linglestown Rd,Capital Area IU 15,17110,717-657-5158,http://www.hannasd.org,TRUE,FALSE,FALSE
,Tidioute Community CS,Tidioute,241 Main St,Northwest Tri-County IU 5,16351,814-484-3550,http://www.tidioutecharter.com/,TRUE,TRUE,TRUE
Hamburg Area SD,Tilden El Center,Hamburg,524 W State St,Berks County IU 14,19526,610-562-0291,http://www.hasdhawks.org/,TRUE,FALSE,FALSE
Philadelphia City SD,Tilden William T MS,Philadelphia,6601 Elmwood Ave,Philadelphia IU 26,19142,215-400-8170,http://www.philasd.org,TRUE,TRUE,FALSE
Palisades SD,Tinicum El Sch,Pipersville,162 E Dark Hollow Rd,Bucks County IU 22,18947,610-847-5131,http://www.palisadessd.org,TRUE,FALSE,FALSE
Interboro SD,Tinicum Sch,Essington,First & Seneca Streets,Delaware County IU 25,19029,610-521-4450,http://www.interborosd.org/,TRUE,TRUE,FALSE
Central Bucks SD,Titus El Sch,Warrington,2333 Lower Barness Road,Bucks County IU 22,18976,267-893-4500,http://www.cbsd.org,TRUE,TRUE,FALSE
Titusville Area SD,Titusville MS,Titusville,415 Water Street,Riverview IU 6,16354,814-827-2715,http://www.gorockets.org,FALSE,TRUE,FALSE
Titusville Area SD,Titusville SHS,Titusville,302 E Walnut St,Riverview IU 6,16354,814-827-2715,http://www.gorockets.org,FALSE,FALSE,TRUE
Chester-Upland SD,Toby Farms Intermediate School,Chester Twp,201 Bridgewater Road,Delaware County IU 25,19045,610-447-3815,http://www.chesteruplandsd.org,TRUE,TRUE,FALSE
Pocono Mountain SD,Tobyhanna El Ctr,Pocono Pines,398 Old Route 940,Colonial IU 20,18350,570-839-7121,http://www.pmsd.org/,TRUE,TRUE,FALSE
Central Valley SD,Todd Lane El Sch,Monaca,113 Todd Ln,Beaver Valley IU 27,15061,724-775-1050,http://www.centralvalleysd.org/District,TRUE,FALSE,FALSE
Central Bucks SD,Tohickon MS,Doylestown,5051 Old Easton Road,Bucks County IU 22,18902,267-893-3300,http://www.cbsd.org,FALSE,TRUE,TRUE
Palmerton Area SD,Towamensing El Sch,Lehighton,7920 Interchange Rd,Carbon-Lehigh IU 21,18235,610-681-4024,http://www.palmerton.org,TRUE,TRUE,FALSE
Towanda Area SD,Towanda Area El Sch,Towanda,420 State St,BLaST IU 17,18848,570-265-6131,http://www.tsd.k12.pa.us,TRUE,TRUE,FALSE
Towanda Area SD,Towanda Area JSHS,Towanda,1 High School Drive,BLaST IU 17,18848,570-265-2101,http://www.tsd.k12.pa.us,FALSE,TRUE,TRUE
Millcreek Township SD,Tracy El Sch,Erie,2624 W 6th St,Northwest Tri-County IU 5,16505,814-835-5800,http://www.mtsd.org/main/index.html,TRUE,FALSE,FALSE
Easton Area SD,Tracy El Sch,Easton,1243 Tatamy Rd,Colonial IU 20,18045,610-250-2556,http://www.eastonsd.org,TRUE,FALSE,FALSE
Penn-Trafford SD,Trafford El Sch,Trafford,100 E Brinton Ave,Westmoreland IU 7,15085,412-372-6600,http://www.penntrafford.org,TRUE,FALSE,FALSE
Penn-Trafford SD,Trafford MS,Trafford,100 E Brinton Ave,Westmoreland IU 7,15085,412-372-6600,http://www.penntrafford.org,FALSE,TRUE,FALSE
Tredyffrin-Easttown SD,Tredyffrin-Easttown MS,Berwyn,801 Conestoga Rd,Chester County IU 24,19312,610-240-1200,http://www.tesd.net,TRUE,TRUE,FALSE
Allentown City SD,Trexler MS,Allentown,851 N 15th St,Carbon-Lehigh IU 21,18102,484-765-4601,http://www.allentownsd.org/,FALSE,TRUE,FALSE
Central Dauphin SD,Tri-Community El Sch,Steelton,255 Cypress St,Capital Area IU 15,17113,717-939-9591,http://www.cdschools.org,TRUE,FALSE,FALSE
West York Area SD,Trimmer El Sch,York,1900 Brenda Rd,Lincoln IU 12,17408,717-764-6586,http://www.wyasd.org,TRUE,FALSE,FALSE
Trinity Area SD,Trinity East El Sch,Washington,252 Cameron Rd,Intermediate Unit 1,15301,724-225-8140,http://www.trinitypride.org,TRUE,FALSE,FALSE
Trinity Area SD,Trinity MS,Washington,50 Scenic Dr,Intermediate Unit 1,15301,724-228-2112,http://www.trinitypride.org,FALSE,TRUE,FALSE
Trinity Area SD,Trinity North El Sch,Washington,225 Midlan Drive,Intermediate Unit 1,15301,724-222-5064,http://www.trinitypride.org,TRUE,FALSE,FALSE
Trinity Area SD,Trinity SHS,Washington,231 Park Ave,Intermediate Unit 1,15301,724-225-5380,http://www.trinitypride.org,FALSE,FALSE,TRUE
Trinity Area SD,Trinity South El Sch,Washington,2500 S Main Street Ext,Intermediate Unit 1,15301,724-225-7490,http://www.trinitypride.org,TRUE,FALSE,FALSE
Trinity Area SD,Trinity West El Sch,Washington,1041 Gabby Ave,Intermediate Unit 1,15301,724-222-4730,http://www.trinitypride.org,TRUE,FALSE,FALSE
Tri-Valley SD,Tri-Valley JSHS,Hegins,155 E Main St,Schuylkill IU 29,17938,570-682-3125,http://www.tri-valley.k12.pa.us,FALSE,TRUE,TRUE
Troy Area SD,Troy Area JSHS,Troy,150 High St,BLaST IU 17,16947,570-297-2176,http://www.troyareasd.org,FALSE,TRUE,TRUE
Troy Area SD,Troy Intrmd Sch,Troy,206 King Street,BLaST IU 17,16947,570-297-4565,http://www.troyareasd.org,TRUE,TRUE,FALSE
Bristol Township SD,Truman SHS,Levittown,3001Green Lane,Bucks County IU 22,19057,215-547-3000,http://www.btsd.us/,FALSE,FALSE,TRUE
Quakertown Community SD,Trumbauersville El Sch,Quakertown,101 Woodview Dr,Bucks County IU 22,18951,215-529-2550,http://www.qcsd.org,TRUE,FALSE,FALSE
Tulpehocken Area SD,Tulpehocken Area HS,Bernville,430 New Schaefferstown Rd,Berks County IU 14,19506,610-488-6286,http://www.tulpehocken.org/,FALSE,FALSE,TRUE
Tulpehocken Area SD,Tulpehocken Area MS,Bernville,430 New Schaefferstown Rd,Berks County IU 14,19506,717-933-4611,http://www.tulpehocken.org/,FALSE,TRUE,FALSE
Tunkhannock Area SD,Tunkhannock Area Intermediate Sch,Tunkhannock,200 Franklin Avenue,Luzerne IU 18,18657,570-836-3111,http://www.tasd.net/,TRUE,TRUE,FALSE
Tunkhannock Area SD,Tunkhannock Area Primary Cntr,Tunkhannock,99 Digger Dr,Luzerne IU 18,18657,570-836-3111,http://www.tasd.net/,TRUE,FALSE,FALSE
Tunkhannock Area SD,Tunkhannock HS,Tunkhannock,135 Tiger Drive,Luzerne IU 18,18657,570-836-3111,http://www.tasd.net/,FALSE,TRUE,TRUE
Tunkhannock Area SD,Tunkhannock STEM Academy,Tunkhannock,41 Philadelphia Ave,Luzerne IU 18,18657,570-836-3111,http://www.tasd.net/,FALSE,TRUE,FALSE
Turkeyfoot Valley Area SD,Turkeyfoot Valley Area El Sch,Confluence,172 Turkeyfoot Rd,Appalachia IU 8,15424,814-395-3621,http://www.turkeyfoot.k12.pa.us/,TRUE,TRUE,FALSE
Turkeyfoot Valley Area SD,Turkeyfoot Valley Area JSHS,Confluence,172 Turkeyfoot Rd,Appalachia IU 8,15424,814-395-3621,http://www.turkeyfoot.k12.pa.us/,FALSE,TRUE,TRUE
Wilkinsburg Borough SD,Turner Intermediate Sch,Wilkinsburg,1833 Laketon Rd,Allegheny IU 3,15221,412-731-5883,http://www.wilkinsburgschools.org,TRUE,TRUE,FALSE
Woodland Hills SD,Turtle Creek EL STEAM Academy,Turtle Creek,126 Monroeville Ave,Allegheny IU 3,15145,412-824-2450,http://www.whsd.k12.pa.us,TRUE,FALSE,FALSE
Juniata County SD,Tuscarora MS,Mifflintown,Old Route 22 East,Tuscarora IU 11,17059,717-436-2165,http://www.jcsdk12.org/,FALSE,TRUE,FALSE
Tussey Mountain SD,Tussey Mountain EL,Saxton,1110 Mifflin St,Appalachia IU 8,16678,814-635-2934,http://www.tmsd.net,TRUE,FALSE,FALSE
Tussey Mountain SD,Tussey Mountain HS,Saxton,199 Front Street,Appalachia IU 8,16678,814-635-2975,http://www.tmsd.net,FALSE,FALSE,TRUE
Tussey Mountain SD,Tussey Mountain MS,Saxton,199 Front St,Appalachia IU 8,16678,814-635-2975,http://www.tmsd.net,TRUE,TRUE,FALSE
Reading SD,Twelfth & Marion El Sch,Reading,1200 N 12th St,Berks County IU 14,19604,610-371-5788,http://www.readingsd.org,TRUE,FALSE,FALSE
McKeesport Area SD,Twin Rivers El Sch,McKeesport,1600 Cornell St,Allegheny IU 3,15132,412-664-3750,http://www.mckasd.net,TRUE,FALSE,FALSE
Twin Valley SD,Twin Valley El Ctr,Elverson,50 Mast Rd,Berks County IU 14,19520,610-286-8670,http://www.tvsd.org,TRUE,FALSE,FALSE
Twin Valley SD,Twin Valley HS,Elverson,4897 North Twin Valley Rd,Berks County IU 14,19520,610-286-8614,http://www.tvsd.org,FALSE,FALSE,TRUE
Twin Valley SD,Twin Valley MS,Elverson,770 Clymer Hill Rd,Berks County IU 14,19520,610-286-8660,http://www.tvsd.org,TRUE,TRUE,FALSE
Tyrone Area SD,Tyrone Area El Sch,Tyrone,601 Clay Avenue,Appalachia IU 8,16686,814-684-1342,http://www.tyrone.k12.pa.us,TRUE,FALSE,FALSE
Tyrone Area SD,Tyrone Area HS,Tyrone,1001 Clay Ave,Appalachia IU 8,16686,814-684-4240,http://www.tyrone.k12.pa.us,FALSE,FALSE,TRUE
Tyrone Area SD,Tyrone Area MS,Tyrone,1001 Clay Ave,Appalachia IU 8,16686,814-684-4240,http://www.tyrone.k12.pa.us,TRUE,TRUE,FALSE
Reading SD,Tyson-Schoener El Sch,Reading,315 S 5th St,Berks County IU 14,19602,610-371-5951,http://www.readingsd.org,TRUE,FALSE,FALSE
Central Bucks SD,Unami MS,Chalfont,160 South Moyer Rd,Bucks County IU 22,18914,267-893-3400,http://www.cbsd.org,FALSE,TRUE,TRUE
Union Area SD,Union Area HS,New Castle,2106 Camden Ave,Midwestern IU 4,16101,724-658-4501,http://www.union.k12.pa.us,FALSE,FALSE,TRUE
Union Area SD,Union Area MS,New Castle,2106 Camden Ave,Midwestern IU 4,16101,724-658-4501,http://www.union.k12.pa.us,FALSE,TRUE,FALSE
Cornwall-Lebanon SD,Union Canal El Sch,Lebanon,400 Narrows Dr,Lancaster-Lebanon IU 13,17046,717-270-7227,http://www.clsd.k12.pa.us,TRUE,FALSE,FALSE
Union City Area SD,Union City El Sch,Union City,91 Miles Street,Northwest Tri-County IU 5,16438,814-438-7611,http://www.ucasd.org/,TRUE,FALSE,FALSE
Union City Area SD,Union City HS,Union City,105 Concord Street,Northwest Tri-County IU 5,16438,814-438-7673,http://www.ucasd.org/,FALSE,FALSE,TRUE
Union City Area SD,Union City MS,Union City,105 Concord Street,Northwest Tri-County IU 5,16438,814-438-7673,http://www.ucasd.org/,FALSE,TRUE,FALSE
Union SD,Union HS,Rimersburg,354 Baker Street Suite 1,Riverview IU 6,16248,814-473-3121,http://www.unionsd.net/usd,FALSE,TRUE,TRUE
Union Area SD,Union Memorial El Sch,New Castle,500 S Scotland Ln,Midwestern IU 4,16101,724-652-6683,http://www.union.k12.pa.us,TRUE,FALSE,FALSE
Allentown City SD,Union Terrace El Sch,Allentown,1939 W Union St,Carbon-Lehigh IU 21,18104,484-765-5481,http://www.allentownsd.org/,TRUE,FALSE,FALSE
Uniontown Area SD,Uniontown Area SHS,Uniontown,146 E Fayette St,Intermediate Unit 1,15401,724-439-5000,http://www.uasdraiders.org,FALSE,FALSE,TRUE
Unionville-Chadds Ford SD,Unionville El Sch,Kennett Square,1775 W Doe Run Road,Chester County IU 24,19348,610-347-1700,https://ucfsdorg.finalsite.com/,TRUE,FALSE,FALSE
Unionville-Chadds Ford SD,Unionville HS,Kennett Square,750 Unionville Road,Chester County IU 24,19348,610-347-1600,https://ucfsdorg.finalsite.com/,FALSE,FALSE,TRUE
United SD,United El Sch,Armagh,10775 Route 56 East,ARIN IU 28,15920,814-446-5615,http://www.unitedsd.net,TRUE,TRUE,FALSE
United SD,United JSHS,Armagh,10780 Route 56 East,ARIN IU 28,15920,814-446-5615,http://www.unitedsd.net,FALSE,TRUE,TRUE
,Universal Alcorn CS,Philadelphia,3200 Dickinson Street,Philadelphia IU 26,19146,215-952-6219,Not Available,TRUE,TRUE,FALSE
,Universal Audenried CS,Philadelphia,3301 Tasker Street,Philadelphia IU 26,19145,215-952-4801,http://universalfamilyofschools.org/our-schools/universal-audenried-charter-high,FALSE,FALSE,TRUE
,Universal Creighton CS,Philadelphia,5401 Tabor Avenue,Philadelphia IU 26,19120,215-537-2531,http://www.universalcompanies.org/CREIGHTON.html,TRUE,TRUE,FALSE
,Universal Institute CS,Philadelphia,800 S 15th Street,Philadelphia IU 26,19146,215-732-7988,Not Available,TRUE,TRUE,TRUE
,Universal Vare CS,Philadelphia,2100 South 24th Street,Philadelphia IU 26,19145,215-952-8611,http://www.universalcompanies.org/E.VARE.html,TRUE,TRUE,FALSE
Gateway SD,University Park El Sch,Monroeville,320 Noel Dr,Allegheny IU 3,15146,724-327-4113,http://www.gatewayk12.org,TRUE,FALSE,FALSE
Upper Adams SD,Upper Adams Intrmdt Sch,Arendtsville,136 Fohl Street,Lincoln IU 12,17303,717-677-4300,https://www.upperadams.org/,TRUE,TRUE,FALSE
Upper Adams SD,Upper Adams MS,Biglerville,135 North Main Street,Lincoln IU 12,17307,717-677-7191,https://www.upperadams.org/,FALSE,TRUE,FALSE
Mechanicsburg Area SD,Upper Allen El Sch,Mechanicsburg,1790 S Market St,Capital Area IU 15,17055,717-691-4594,http://www.mbgsd.org,TRUE,FALSE,FALSE
,Upper Bucks County Technical School,Perkasie,3115 Ridge Road,Bucks County IU 22,18944,215-795-2911,http://www.ubtech.org,FALSE,FALSE,TRUE
Upper Darby SD,Upper Darby Kdg Ctr,Drexel Hill,3200 State Rd,Delaware County IU 25,19026,610-284-7992,http://www.upperdarbysd.org,FALSE,FALSE,FALSE
Upper Darby SD,Upper Darby SHS,Drexel Hill,601 North Lansdowne Avenue,Delaware County IU 25,19026,610-622-7000,http://www.upperdarbysd.org,FALSE,FALSE,TRUE
Upper Dauphin Area SD,Upper Dauphin Area El Sch,Lykens,5668 State Route 209,Capital Area IU 15,17048,717-362-4511,http://www.udasd.org,TRUE,FALSE,FALSE
Upper Dauphin Area SD,Upper Dauphin Area HS,Elizabethville,220 N Church St,Capital Area IU 15,17023,717-362-8181,http://www.udasd.org,FALSE,FALSE,TRUE
Upper Dauphin Area SD,Upper Dauphin Area MS,Lykens,5668 State Route 209,Capital Area IU 15,17048,717-362-8177,http://www.udasd.org,TRUE,TRUE,FALSE
Upper Dublin SD,Upper Dublin HS,Fort Washington,800 Loch Alsh Ave,Montgomery County IU 23,19034,215-643-8900,http://www.udsd.org,FALSE,FALSE,TRUE
Upper Merion Area SD,Upper Merion HS,King of Prussia,465 Crossfield Rd,Montgomery County IU 23,19406,610-205-3802,http://www.umasd.org,FALSE,FALSE,TRUE
Upper Merion Area SD,Upper Merion MS,King of Prussia,450 Keebler Road,Montgomery County IU 23,19406,610-205-8802,http://www.umasd.org,TRUE,TRUE,FALSE
Upper Moreland Township SD,Upper Moreland El Sch,Hatboro,3980 Orangemans Rd,Montgomery County IU 23,19040,215-325-1400,http://www.umtsd.org,TRUE,FALSE,FALSE
Upper Moreland Township SD,Upper Moreland HS,Willow Grove,3000 Terwood Road,Montgomery County IU 23,19090,215-830-1500,http://www.umtsd.org,FALSE,FALSE,TRUE
Upper Moreland Township SD,Upper Moreland MS,Hatboro,4000 Orangemans Road,Montgomery County IU 23,19040,215-674-4185,http://www.umtsd.org,FALSE,TRUE,FALSE
Upper Perkiomen SD,Upper Perkiomen 4th and 5th Grade Center,East Greenville,510 Jefferson St,Montgomery County IU 23,18041,215-679-6288,http://www.upsd.org,TRUE,FALSE,FALSE
Upper Perkiomen SD,Upper Perkiomen HS,Pennsburg,2 Walt Rd,Montgomery County IU 23,18073,215-679-5935,http://www.upsd.org,FALSE,FALSE,TRUE
Upper Perkiomen SD,Upper Perkiomen MS,Pennsburg,901 Montgomery Ave,Montgomery County IU 23,18073,267-313-4800,http://www.upsd.org,FALSE,TRUE,FALSE
Spring-Ford Area SD,Upper Providence El Sch,Royersford,833 South Lewis Rd Bldg 3,Montgomery County IU 23,19468,610-705-6009,http://www.spring-ford.net,TRUE,FALSE,FALSE
Upper Saint Clair SD,Upper Saint Clair HS,Pittsburgh,1825 McLaughlin Run Rd,Allegheny IU 3,15241,412-833-1600,http://www.uscsd.k12.pa.us,FALSE,FALSE,TRUE
,Urban Academy of Greater Pittsburgh CS,Pittsburgh,437 Turret Street,Pittsburgh-Mt Oliver IU 2,15206,412-361-1008,http://www.urbanacademypgh.org,TRUE,FALSE,FALSE
,Urban Pathways 6-12 CS,Pittsburgh,914 Penn Avenue,Pittsburgh-Mt Oliver IU 2,15222,412-392-4601,http://www.upcs.net,FALSE,TRUE,TRUE
,Urban Pathways K-5 College CS,Pittsburgh,925 Penn Avenue,Pittsburgh-Mt Oliver IU 2,15222,412-325-4075,http://www.upcsk5.net,TRUE,FALSE,FALSE
Downingtown Area SD,Uwchlan Hills El Sch,Downingtown,50 Peck Rd,Chester County IU 24,19335,610-269-5656,http://www.dasd.org,TRUE,FALSE,FALSE
Bensalem Township SD,Valley El Sch,Bensalem,3100 Donallen Dr,Bucks County IU 22,19020,215-750-2800,http://www.bensalemsd.org,TRUE,TRUE,FALSE
Hazleton Area SD,Valley El/MS,Sugarloaf,100 Rock Glen Rd,Luzerne IU 18,18249,570-459-3111,http://www.hasdk12.org,TRUE,TRUE,FALSE
Tredyffrin-Easttown SD,Valley Forge El Sch,Wayne,99 Walker Rd,Chester County IU 24,19087,610-240-1600,http://www.tesd.net,TRUE,FALSE,FALSE
Tredyffrin-Easttown SD,Valley Forge MS,Wayne,105 W Walker Rd,Chester County IU 24,19087,610-240-1300,http://www.tesd.net,TRUE,TRUE,FALSE
Valley Grove SD,Valley Grove El Sch,Franklin,389 Sugarcreek Dr,Riverview IU 6,16323,814-432-3861,http://www.vgsd.org,TRUE,TRUE,FALSE
New Kensington-Arnold SD,Valley JSHS,New Kensington,703 Stevenson Blvd,Westmoreland IU 7,15068,724-337-4536,http://www.nkasd.com,FALSE,TRUE,TRUE
Valley View SD,Valley View El Ctr,Peckville,901 Main Street,Northeastern Educational IU 19,18452,570-489-7579,http://www.valleyviewsd.org,TRUE,FALSE,FALSE
York Suburban SD,Valley View El Sch,York,850 Southern Rd,Lincoln IU 12,17403,717-885-1220,http://www.yssd.org,TRUE,FALSE,FALSE
Valley View SD,Valley View HS,Archbald,1 Columbus Dr,Northeastern Educational IU 19,18403,570-876-4110,http://www.valleyviewsd.org,FALSE,FALSE,TRUE
Valley View SD,Valley View Intrmd Sch,Archbald,3 Columbus Dr,Northeastern Educational IU 19,18403,570-876-2263,http://www.valleyviewsd.org,TRUE,FALSE,FALSE
Valley View SD,Valley View MS,Archbald,1 Columbus Dr,Northeastern Educational IU 19,18403,570-876-6461,http://www.valleyviewsd.org,FALSE,TRUE,FALSE
Philadelphia City SD,Vare-Washington El Sch,Philadelphia,1198 S 5th St,Philadelphia IU 26,19147,215-400-8120,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Vaux HS: A Big Picture School,Philadelphia,2300 W Master St,Philadelphia IU 26,19121,267-687-1172,http://www.philasd.org,FALSE,FALSE,TRUE
,Venango Technology Center,Oil City,One Vo Tech Drive,Riverview IU 6,16301,814-677-3097,http://www.vtc1.org,FALSE,FALSE,TRUE
Riverview SD,Verner El Sch,Verona,700 1st St,Allegheny IU 3,15147,412-828-1800,http://www.rsd.k12.pa.us,TRUE,TRUE,FALSE
Souderton Area SD,Vernfield El Sch,Telford,960 Long Mill Road,Montgomery County IU 23,18969,215-721-0606,http://www.soudertonsd.org,TRUE,FALSE,FALSE
Parkland SD,Veterans Memorial El Sch,Breinigsville,250 Twin Ponds Rd,Carbon-Lehigh IU 21,18031,610-351-5910,https://www.parklandsd.org/,TRUE,FALSE,FALSE
Franklin Area SD,Victory El Sch,Harrisville,1819 Georgetown Rd,Riverview IU 6,16038,814-786-7311,http://www.fasd.k12.pa.us,TRUE,TRUE,FALSE
,Vida CS,Gettysburg,Eisenhower Center,Lincoln IU 12,17325,717-334-3643,http://www.vidacharterschool.com/pages/Vida_Charter_School,TRUE,TRUE,FALSE
,Vision Academy CS,Lansdowne,716 Emerson Avenue East,Delaware County IU 25,19050,484-466-2124,https://www.vacharter.org/,TRUE,TRUE,FALSE
William Penn SD,W B Evans Magnet Sch,Yeadon,900 Baily Rd,Delaware County IU 25,19050,610-623-5975,http://www.wpsd.k12.pa.us,TRUE,TRUE,FALSE
Troy Area SD,W R Croman Primary Sch,Troy,317 Canton St,BLaST IU 17,16947,570-297-3145,http://www.troyareasd.org,TRUE,FALSE,FALSE
Bloomsburg Area SD,W W Evans Memorial El Sch,Bloomsburg,59 Perry Ave,Central Susquehanna IU 16,17815,570-784-3167,http://bloomsburgasd.schoolwires.com/site/default.aspx?PageID=1,TRUE,FALSE,FALSE
Marion Center Area SD,W.A. McCreery El Sch,Marion Center,22810 Route 403 Hwy N,ARIN IU 28,15759,724-397-5551,http://www.mcasd.net,TRUE,TRUE,FALSE
South Middleton SD,W.G. Rice El Sch,Mount Holly Springs,805 Holly Pike,Capital Area IU 15,17065,717-258-6484,http://www.smsd.us,TRUE,FALSE,FALSE
Philadelphia City SD,Wagner Gen Louis MS,Philadelphia,1701 W Chelten Ave,Philadelphia IU 26,19126,215-400-3560,http://www.philasd.org,FALSE,TRUE,FALSE
West York Area SD,Wallace El Sch,York,2065 High St,Lincoln IU 12,17408,717-764-6869,http://www.wyasd.org,TRUE,FALSE,FALSE
Wallenpaupack Area SD,Wallenpaupack Area HS,Hawley,2552 Route 6,Northeastern Educational IU 19,18428,570-226-4557,http://www.wallenpaupack.org,FALSE,FALSE,TRUE
Wallenpaupack Area SD,Wallenpaupack Area MS,Hawley,139 Atlantic Ave,Northeastern Educational IU 19,18428,570-226-4557,http://www.wallenpaupack.org,FALSE,TRUE,FALSE
Wallenpaupack Area SD,Wallenpaupack North Intrmd Sch,Hawley,187 Atlantic Ave,Northeastern Educational IU 19,18428,570-226-4557,http://www.wallenpaupack.org,TRUE,FALSE,FALSE
Wallenpaupack Area SD,Wallenpaupack Pri Sch,Hawley,158 Atlantic Ave,Northeastern Educational IU 19,18428,570-226-4557,http://www.wallenpaupack.org,TRUE,FALSE,FALSE
Wallenpaupack Area SD,Wallenpaupack South El Sch,Newfoundland,989 Main St,Northeastern Educational IU 19,18445,570-676-3335,http://www.wallenpaupack.org,TRUE,FALSE,FALSE
Wallingford-Swarthmore SD,Wallingford El Sch,Wallingford,20 S Providence Road,Delaware County IU 25,19086,610-892-3470,http://www.wssd.org,TRUE,FALSE,FALSE
Millcreek Township SD,Walnut Creek MS,Fairview,5901 Sterrettania Rd,Northwest Tri-County IU 5,16415,814-835-5700,http://www.mtsd.org/main/index.html,FALSE,TRUE,FALSE
William Penn SD,Walnut Street El Sch,Darby,224 South Sixth Street,Delaware County IU 25,19023,610-534-5660,http://www.wpsd.k12.pa.us,TRUE,TRUE,FALSE
Pennsbury SD,Walt Disney El Sch,Levittown,200 Lakeside Drive North,Bucks County IU 22,19054,215-949-6868,http://www.pennsburysd.org,TRUE,FALSE,FALSE
North Penn SD,Walton Farm El Sch,Lansdale,1610 Allentown Rd,Montgomery County IU 23,19446,215-855-8800,http://www.npenn.org,TRUE,TRUE,FALSE
Muncy SD,Ward L Myers El Sch,Muncy,125 New St,BLaST IU 17,17756,570-546-3129,http://www.muncysd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Waring Laura W Sch,Philadelphia,1801 Green St,Philadelphia IU 26,19130,215-400-7560,http://www.philasd.org,TRUE,TRUE,FALSE
Warren County SD,Warren Area El Ctr,Warren,343 E Fifth Avenue,Northwest Tri-County IU 5,16365,814-723-9061,http://www.wcsdpa.org,TRUE,FALSE,FALSE
Warren County SD,Warren Area HS,Warren,345 E 5th Ave,Northwest Tri-County IU 5,16365,814-723-3370,http://www.wcsdpa.org,FALSE,FALSE,TRUE
,Warren County AVTS,Warren,347 East 5th Avenue,Northwest Tri-County IU 5,16365,814-726-1260,http://www.wcsdpa.org,FALSE,FALSE,TRUE
Southern Tioga SD,Warren L Miller El Sch,Mansfield,Dorsett Drive,BLaST IU 17,16933,570-662-2192,http://www.southerntioga.org,TRUE,TRUE,FALSE
Bristol Borough SD,Warren Snyder-John Girotti El Sch,Bristol,450 Beaver St,Bucks County IU 22,19007,215-781-1000,http://www.bbsd.org,TRUE,TRUE,FALSE
Warrior Run SD,Warrior Run El Sch,Turbotville,244 Warrior Run Blvd,Central Susquehanna IU 16,17772,570-649-5138,http://www.wrsd.org,TRUE,TRUE,FALSE
Warrior Run SD,Warrior Run JSHS,Turbotville,4800 Susquehanna Trail,Central Susquehanna IU 16,17772,570-649-5166,http://www.wrsd.org,FALSE,TRUE,TRUE
Central Bucks SD,Warwick El Sch,Jamison,1340 Almshouse Rd,Bucks County IU 22,18929,267-893-4050,http://www.cbsd.org,TRUE,TRUE,FALSE
Warwick SD,Warwick MS,Lititz,401 Maple St,Lancaster-Lebanon IU 13,17543,717-626-3705,http://www.warwicksd.org,FALSE,TRUE,TRUE
Warwick SD,Warwick SHS,Lititz,301 W Orange St,Lancaster-Lebanon IU 13,17543,717-626-3706,http://www.warwicksd.org,FALSE,FALSE,TRUE
Mt Lebanon SD,Washington El Sch,Pittsburgh,735 Washington Rd,Allegheny IU 3,15228,412-344-2142,http://www.mtlsd.org,TRUE,FALSE,FALSE
Hanover Public SD,Washington El Sch,Hanover,301 Moul Avenue,Lincoln IU 12,17331,717-637-9000,http://www.hpsd.k12.pa.us,TRUE,FALSE,FALSE
Lancaster SD,Washington El Sch,Lancaster,545 S Ann St,Lancaster-Lebanon IU 13,17602,717-291-6275,http://www.sdlancaster.org,TRUE,FALSE,FALSE
Boyertown Area SD,Washington El Sch,Barto,1406 Route 100,Berks County IU 14,19504,610-754-9589,http://www.boyertownasd.org/,TRUE,FALSE,FALSE
Bangor Area SD,Washington El Sch,Bangor,381 Washington Blvd,Colonial IU 20,18013,610-599-7014,http://www.bangor.k12.pa.us/,TRUE,FALSE,FALSE
Allentown City SD,Washington El Sch,Allentown,837 N 9th St,Carbon-Lehigh IU 21,18102,484-765-4941,http://www.allentownsd.org/,TRUE,FALSE,FALSE
Philadelphia City SD,Washington George HS,Philadelphia,10175 Bustleon Avenue,Philadelphia IU 26,19116,215-400-3100,http://www.philasd.org,FALSE,FALSE,TRUE
Philadelphia City SD,Washington Grover Jr Sch,Philadelphia,201 E Olney Avenue,Philadelphia IU 26,19120,215-400-3820,http://www.philasd.org,TRUE,TRUE,FALSE
West Shore SD,Washington Heights El Sch,Lemoyne,531 Walnut St,Capital Area IU 15,17043,717-761-8040,http://www.WSSD.k12.pa.us,TRUE,FALSE,FALSE
